Year,Period,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,CV (%)
2012,END OF DEC,MISSOURI,29,CENTRAL,50,MARIES,125,76,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,MILLER,131,415,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,MONITEAU,135,84,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,MORGAN,141,65,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,OSAGE,151,33,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,PETTIS,159,85,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,PHELPS,161,19,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,POLK,167,152,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,PULASKI,169,20,53.7
2012,END OF DEC,MISSOURI,29,CENTRAL,50,SALINE,195,18,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,CRAWFORD,55,34,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,FRANKLIN,71,177,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,GASCONADE,73,133,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,JEFFERSON,99,106,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,LINCOLN,113,114,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,MONTGOMERY,139,14,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,ST CHARLES,183, (D),(D)
2012,END OF DEC,MISSOURI,29,EAST,60,ST FRANCOIS,187,56,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,ST LOUIS,189,207,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,STE GENEVIEVE,186,52,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,WARREN,219,57,53.7
2012,END OF DEC,MISSOURI,29,EAST,60,WASHINGTON,221,9,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1,22,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,45,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,14,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,75,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,LINN,115,23,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,10,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,MACON,121,42,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,MERCER,129,5,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,PUTNAM,171,8,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,27,53.7
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197, (D),(D)
2012,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,13,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,275,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,CLARK,45,42,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,KNOX,103,30,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,MARION,127,16,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,MONROE,137,71,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,PIKE,163,190,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,RALLS,173,62,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,44,53.7
2012,END OF DEC,MISSOURI,29,NORTHEAST,30,SHELBY,205, (D),(D)
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,ANDREW,3,28,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,ATCHISON,5, (D),(D)
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,52,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,CALDWELL,25,67,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,CLAY,47,39,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,CLINTON,49, (D),(D)
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,DAVIESS,61,71,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,DE KALB,63,18,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,GENTRY,75,30,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,HARRISON,81,118,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,HOLT,87,47,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,NODAWAY,147,99,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,PLATTE,165,54,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,RAY,177,130,53.7
2012,END OF DEC,MISSOURI,29,NORTHWEST,10,WORTH,227,34,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,22,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,14,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,56,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,41,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,6,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,3,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,34,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,12,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,40,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,11,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,18,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,41,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,17,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,41,53.7
2012,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,109,53.7
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,BUTLER,23, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,245,53.7
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,SCOTT,201, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHEAST,90,STODDARD,207,16,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,BARRY,9,84,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,BARTON,11,38,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,55,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,DADE,57, (D),(D)
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,GREENE,77,830,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,JASPER,97,42,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,58,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,45,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,NEWTON,145,85,53.7
2012,END OF DEC,MISSOURI,29,SOUTHWEST,70,STONE,209,31,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,BATES,13,36,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,CASS,37,112,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,CEDAR,39,65,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,HENRY,83,75,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,JACKSON,95,41,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,JOHNSON,101,144,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,LAFAYETTE,107,641,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,ST CLAIR,185,7,53.7
2012,END OF DEC,MISSOURI,29,WEST,40,VERNON,217,489,53.7
2012,END OF DEC,MONTANA,30,CENTRAL,50,BROADWATER,7, (D),(D)
2012,END OF DEC,MONTANA,30,CENTRAL,50,CASCADE,13,"1,563",45.9
2012,END OF DEC,MONTANA,30,CENTRAL,50,FERGUS,27,"17,929",45.9
2012,END OF DEC,MONTANA,30,CENTRAL,50,JUDITH BASIN,45, (D),(D)
2012,END OF DEC,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49, (D),(D)
2012,END OF DEC,MONTANA,30,CENTRAL,50,MUSSELSHELL,65, (D),(D)
2012,END OF DEC,MONTANA,30,CENTRAL,50,WHEATLAND,107,18,45.9
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,BLAINE,5, (D),(D)
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,"2,398",45.9
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,GLACIER,35, (D),(D)
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,HILL,41, (D),(D)
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,LIBERTY,51, (D),(D)
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71, (D),(D)
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,"2,688",45.9
2012,END OF DEC,MONTANA,30,NORTH CENTRAL,20,TETON,99,"1,156",45.9
2012,END OF DEC,MONTANA,30,NORTHEAST,30,DAWSON,21, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHEAST,30,GARFIELD,33, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHEAST,30,MCCONE,55,48,45.9
2012,END OF DEC,MONTANA,30,NORTHEAST,30,RICHLAND,83, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHEAST,30,ROOSEVELT,85, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHEAST,30,VALLEY,105,"3,001",45.9
2012,END OF DEC,MONTANA,30,NORTHWEST,10,DEER LODGE,23, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHWEST,10,FLATHEAD,29,"1,454",45.9
2012,END OF DEC,MONTANA,30,NORTHWEST,10,LAKE,47, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHWEST,10,LINCOLN,53,"2,432",45.9
2012,END OF DEC,MONTANA,30,NORTHWEST,10,MINERAL,61, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHWEST,10,MISSOULA,63,"2,815",45.9
2012,END OF DEC,MONTANA,30,NORTHWEST,10,POWELL,77, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHWEST,10,RAVALLI,81, (D),(D)
2012,END OF DEC,MONTANA,30,NORTHWEST,10,SANDERS,89, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,CARBON,9, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,PARK,67, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,SWEET GRASS,97, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,"6,931",45.9
2012,END OF DEC,MONTANA,30,SOUTHEAST,90,CARTER,11,9,45.9
2012,END OF DEC,MONTANA,30,SOUTHEAST,90,CUSTER,17, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTHEAST,90,POWDER RIVER,75, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTHEAST,90,ROSEBUD,87, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTHEAST,90,WIBAUX,109, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTHWEST,70,BEAVERHEAD,1, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTHWEST,70,GALLATIN,31,"2,135",45.9
2012,END OF DEC,MONTANA,30,SOUTHWEST,70,JEFFERSON,43, (D),(D)
2012,END OF DEC,MONTANA,30,SOUTHWEST,70,MADISON,57,"7,102",45.9
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,BUFFALO,19,197,42.6
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,CUSTER,41, (D),(D)
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,DAWSON,47,"2,312",42.6
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,GREELEY,77, (D),(D)
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,HALL,79,234,42.6
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,HOWARD,93,"6,202",42.6
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,SHERMAN,163,100,42.6
2012,END OF DEC,NEBRASKA,31,CENTRAL,50,VALLEY,175,17,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,BUTLER,23,39,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,CASS,25,60,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,DODGE,53, (D),(D)
2012,END OF DEC,NEBRASKA,31,EAST,60,DOUGLAS,55,28,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,HAMILTON,81,23,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,LANCASTER,109,375,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,MERRICK,121, (D),(D)
2012,END OF DEC,NEBRASKA,31,EAST,60,PLATTE,141,52,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,SARPY,153,127,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,SAUNDERS,155,260,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,SEWARD,159,37,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,WASHINGTON,177,813,42.6
2012,END OF DEC,NEBRASKA,31,EAST,60,YORK,185, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTH,20,BOYD,15, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTH,20,GARFIELD,71, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTH,20,HOLT,89,14,42.6
2012,END OF DEC,NEBRASKA,31,NORTH,20,ROCK,149, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,BURT,21, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,CEDAR,27,"2,512",42.6
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,CUMING,39, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,DAKOTA,43, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,DIXON,51, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,KNOX,107,7,42.6
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,MADISON,119,102,42.6
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,PIERCE,139,"3,604",42.6
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,STANTON,167, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHEAST,30,THURSTON,173,810,42.6
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,BANNER,7, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,DAWES,45, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,GARDEN,69, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,KIMBALL,105, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,54,42.6
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161, (D),(D)
2012,END OF DEC,NEBRASKA,31,NORTHWEST,10,SIOUX,165,10,42.6
2012,END OF DEC,NEBRASKA,31,SOUTH,80,ADAMS,1, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTH,80,FRANKLIN,61, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTH,80,GOSPER,73,20,42.6
2012,END OF DEC,NEBRASKA,31,SOUTH,80,HARLAN,83,"5,399",42.6
2012,END OF DEC,NEBRASKA,31,SOUTH,80,KEARNEY,99, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTH,80,WEBSTER,181, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,CLAY,35,"1,405",42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,GAGE,67,67,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,25,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,OTOE,131,24,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,126,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,16,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,SALINE,151,18,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHEAST,90,THAYER,169,5,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTHWEST,70,HAYES,85, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTHWEST,70,KEITH,101,30,42.6
2012,END OF DEC,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111, (D),(D)
2012,END OF DEC,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,10,42.6
2012,END OF DEC,NEVADA,32,NORTHEAST,30,ELKO,7,7,47.2
2012,END OF DEC,NEVADA,32,NORTHEAST,30,LANDER,15, (D),(D)
2012,END OF DEC,NEVADA,32,NORTHEAST,30,WHITE PINE,33, (D),(D)
2012,END OF DEC,NEVADA,32,NORTHWEST,10,CARSON CITY,510, (D),(D)
2012,END OF DEC,NEVADA,32,NORTHWEST,10,CHURCHILL,1,156,47.2
2012,END OF DEC,NEVADA,32,NORTHWEST,10,DOUGLAS,5,17,47.2
2012,END OF DEC,NEVADA,32,NORTHWEST,10,HUMBOLDT,13, (D),(D)
2012,END OF DEC,NEVADA,32,NORTHWEST,10,LYON,19,526,47.2
2012,END OF DEC,NEVADA,32,NORTHWEST,10,PERSHING,27, (D),(D)
2012,END OF DEC,NEVADA,32,NORTHWEST,10,STOREY,29, (D),(D)
2012,END OF DEC,NEVADA,32,NORTHWEST,10,WASHOE,31,"8,823",47.2
2012,END OF DEC,NEVADA,32,SOUTH,80,CLARK,3,36,47.2
2012,END OF DEC,NEVADA,32,SOUTH,80,LINCOLN,17,453,47.2
2012,END OF DEC,NEVADA,32,SOUTH,80,NYE,23, (D),(D)
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,193,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,27,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,447,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,29,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,66,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,"1,538",49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,94,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,364,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,110,49.1
2012,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,44,49.1
2012,END OF DEC,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,394,9.5
2012,END OF DEC,NEW JERSEY,34,CENTRAL,50,MERCER,21,119,9.5
2012,END OF DEC,NEW JERSEY,34,CENTRAL,50,MIDDLESEX,23,454,9.5
2012,END OF DEC,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,748,9.5
2012,END OF DEC,NEW JERSEY,34,CENTRAL,50,OCEAN,29,"1,050",9.5
2012,END OF DEC,NEW JERSEY,34,NORTH,20,BERGEN,3, (D),(D)
2012,END OF DEC,NEW JERSEY,34,NORTH,20,ESSEX,13, (D),(D)
2012,END OF DEC,NEW JERSEY,34,NORTH,20,HUNTERDON,19,"1,074",9.5
2012,END OF DEC,NEW JERSEY,34,NORTH,20,MORRIS,27,370,9.5
2012,END OF DEC,NEW JERSEY,34,NORTH,20,PASSAIC,31,33,9.5
2012,END OF DEC,NEW JERSEY,34,NORTH,20,SOMERSET,35,174,9.5
2012,END OF DEC,NEW JERSEY,34,NORTH,20,SUSSEX,37,240,9.5
2012,END OF DEC,NEW JERSEY,34,NORTH,20,UNION,39, (D),(D)
2012,END OF DEC,NEW JERSEY,34,NORTH,20,WARREN,41,117,9.5
2012,END OF DEC,NEW JERSEY,34,SOUTH,80,ATLANTIC,1,427,9.5
2012,END OF DEC,NEW JERSEY,34,SOUTH,80,CAMDEN,7,38,9.5
2012,END OF DEC,NEW JERSEY,34,SOUTH,80,CAPE MAY,9,90,9.5
2012,END OF DEC,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,52,9.5
2012,END OF DEC,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15, (D),(D)
2012,END OF DEC,NEW JERSEY,34,SOUTH,80,SALEM,33, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,COLFAX,7, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,CURRY,9, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,GUADALUPE,19, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,MORA,33,77,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,6,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,SAN MIGUEL,47,57,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHEAST,30,TORRANCE,57, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,507,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,CIBOLA,6, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,MCKINLEY,31,60,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,87,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45, (D),(D)
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,SANDOVAL,43,29,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,SANTA FE,49,85,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,TAOS,55,993,48.5
2012,END OF DEC,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,297,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,25,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,"12,179",48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,17,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,LEA,25,32,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,LINCOLN,27,13,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,OTERO,35,27,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,CATRON,3, (D),(D)
2012,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,GRANT,17,114,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,LUNA,29, (D),(D)
2012,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,9,48.5
2012,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53, (D),(D)
2012,END OF DEC,NEW YORK,36,CENTRAL,50,CAYUGA,11,"2,190",1.9
2012,END OF DEC,NEW YORK,36,CENTRAL,50,CHENANGO,17, (D),(D)
2012,END OF DEC,NEW YORK,36,CENTRAL,50,CORTLAND,23, (D),(D)
2012,END OF DEC,NEW YORK,36,CENTRAL,50,HERKIMER,43,"3,206",1.9
2012,END OF DEC,NEW YORK,36,CENTRAL,50,MADISON,53,"1,278",1.9
2012,END OF DEC,NEW YORK,36,CENTRAL,50,ONEIDA,65,"1,135",1.9
2012,END OF DEC,NEW YORK,36,CENTRAL,50,ONONDAGA,67,631,1.9
2012,END OF DEC,NEW YORK,36,CENTRAL,50,OSWEGO,75,207,1.9
2012,END OF DEC,NEW YORK,36,CENTRAL,50,OTSEGO,77,669,1.9
2012,END OF DEC,NEW YORK,36,EASTERN,60,ALBANY,1,96,1.9
2012,END OF DEC,NEW YORK,36,EASTERN,60,FULTON,35,7,1.9
2012,END OF DEC,NEW YORK,36,EASTERN,60,MONTGOMERY,57, (D),(D)
2012,END OF DEC,NEW YORK,36,EASTERN,60,RENSSELAER,83,57,1.9
2012,END OF DEC,NEW YORK,36,EASTERN,60,SARATOGA,91,140,1.9
2012,END OF DEC,NEW YORK,36,EASTERN,60,SCHENECTADY,93, (D),(D)
2012,END OF DEC,NEW YORK,36,EASTERN,60,SCHOHARIE,95,219,1.9
2012,END OF DEC,NEW YORK,36,EASTERN,60,WASHINGTON,115,"1,032",1.9
2012,END OF DEC,NEW YORK,36,LONG ISLAND,91,KINGS,47, (D),(D)
2012,END OF DEC,NEW YORK,36,LONG ISLAND,91,NASSAU,59, (D),(D)
2012,END OF DEC,NEW YORK,36,LONG ISLAND,91,QUEENS,81, (D),(D)
2012,END OF DEC,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,423,1.9
2012,END OF DEC,NEW YORK,36,NORTHEAST,30,CLINTON,19,184,1.9
2012,END OF DEC,NEW YORK,36,NORTHEAST,30,ESSEX,31,44,1.9
2012,END OF DEC,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,112,1.9
2012,END OF DEC,NEW YORK,36,NORTHEAST,30,WARREN,113, (D),(D)
2012,END OF DEC,NEW YORK,36,NORTHERN,20,JEFFERSON,45,"1,540",1.9
2012,END OF DEC,NEW YORK,36,NORTHERN,20,LEWIS,49,88,1.9
2012,END OF DEC,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,692,1.9
2012,END OF DEC,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,541,1.9
2012,END OF DEC,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,118,1.9
